Source_1,Target_1,Weight,Source,Target
13,2190,362,Erie Insurance Group               ,AmTrust Group                      
1184,145,499,Argonaut Group                     ,Lexington Risk Specialists         
312,1010,315,Acuity                             ,State Automobile Mutual Ins.       
96,82,36,Nationwide Insurance Co            ,GuideOne Insurance                 
54,134,720,Selective Insurance Group          ,Federated Insurance Group          
13,90,432,Erie Insurance Group               ,Allstate Insurance Company         
54,312,508,Selective Insurance Group          ,Acuity                             
2190,104,92,AmTrust Group                      ,Vermont Mutual Insurance Co        
324,174,1172,Western Heritage Insurance Company ,E&S / Specialty                    
111,396,152,Donegal Mutual Insurance Company   ,"The Hanover Insurance Group, Inc.  "
1072,36,21,AXIS Insurance Company             ,Employers Mutual Casualty          
111,77,540,Donegal Mutual Insurance Company   ,State Farm Fire & Casualty Co.     
53,27,463,Harleysville Insurance Company     ,Allied Insurance                   
402,331,103,Utica First Insurance Company      ,Preferred Mutual Insurance Company 
324,26,26,Western Heritage Insurance Company ,Great American Insurance Company   
1010,2190,233,State Automobile Mutual Ins.       ,AmTrust Group                      
114,116,32,Merchants Insurance Group          ,Pekin Insurance Company            
402,53,423,Utica First Insurance Company      ,Harleysville Insurance Company     
134,13,792,Federated Insurance Group          ,Erie Insurance Group               
169,77,581,Capitol Indemnity Corporation      ,State Farm Fire & Casualty Co.     
1196,2190,28,American Hallmark Insurance Co     ,AmTrust Group                      
150,116,258,Motorists Insurance Companies      ,Pekin Insurance Company            
53,1184,99,Harleysville Insurance Company     ,Argonaut Group                     
1372,1157,108,Guard Insurance Group              ,Tower Insurance Company of NY      
256,1434,139,Great American Custom Insurance    ,SPARTA Insurance                   
312,13,390,Acuity                             ,Erie Insurance Group               
116,53,44,Pekin Insurance Company            ,Harleysville Insurance Company     
1326,27,117,Contractors Bonding and Ins Company,Allied Insurance                   
66,53,160,Central Mutual Insurance Co.       ,Harleysville Insurance Company     
341,2110,44,American Home Assurance Co.        ,Munich Re - Surplus                
1374,1133,43,American European Insurance Company,Aspen Specialty Insurance Company  
1185,331,79,General Casualty WI (and/or Regent),Preferred Mutual Insurance Company 
312,63,311,Acuity                             ,Westfield Companies                
53,2695,28,Harleysville Insurance Company     ,Berkshire Hathaway Specialty Ins Co
27,145,361,Allied Insurance                   ,Lexington Risk Specialists         
134,1010,419,Federated Insurance Group          ,State Automobile Mutual Ins.       
324,2242,118,Western Heritage Insurance Company ,Western World Insurance Group      
2190,1218,38,AmTrust Group                      ,Colony Insurance Company           
254,331,13,Princeton Insurance Company        ,Preferred Mutual Insurance Company 
26,141,19,Great American Insurance Company   ,New Hampshire Insurance Company    
114,402,147,Merchants Insurance Group          ,Utica First Insurance Company      
282,77,41,Farm Family Insurance Companies    ,State Farm Fire & Casualty Co.     
318,1133,30,Safety Insurance Company           ,Aspen Specialty Insurance Company  
169,396,139,Capitol Indemnity Corporation      ,"The Hanover Insurance Group, Inc.  "
63,90,54,Westfield Companies                ,Allstate Insurance Company         
341,1129,131,American Home Assurance Co.        ,OneBeacon                          
197,1098,4,Church Insurance Company           ,Stonington Insurance Company       
1278,116,18,Standard Mutual Insurance Company  ,Pekin Insurance Company            
402,181,14,Utica First Insurance Company      ,HDI Global Insurance Company       
63,1469,13,Westfield Companies                ,"Munich Reinsurance America, Inc    "
66,331,37,Central Mutual Insurance Co.       ,Preferred Mutual Insurance Company 
1302,1072,28,General Star National Insurance Co ,AXIS Insurance Company             
36,51,350,Employers Mutual Casualty          ,Penn National Insurance Company    
1133,487,36,Aspen Specialty Insurance Company  ,Mapfre USA                         
1185,306,26,General Casualty WI (and/or Regent),Farmland-Nationwide Agribusiness   
344,66,18,Farm Bureau Mutual Ins Co of Mich  ,Central Mutual Insurance Co.       
240,1395,4,Catholic Mutual Group              ,Catlin Specialty Insurance Company 
114,1185,66,Merchants Insurance Group          ,General Casualty WI (and/or Regent)
4,51,47,FFIC - Fireman`s Fund Insurance Co ,Penn National Insurance Company    
360,1042,55,Magna Carta Companies              ,Union Mutual Insurance Co.         
1010,90,153,State Automobile Mutual Ins.       ,Allstate Insurance Company         
1423,26,19,"XL Insurance America, Inc.         ",Great American Insurance Company   
66,1326,23,Central Mutual Insurance Co.       ,Contractors Bonding and Ins Company
341,2460,29,American Home Assurance Co.        ,QBE Specialty Insurance Company    
324,1395,147,Western Heritage Insurance Company ,Catlin Specialty Insurance Company 
13,3615,6,Erie Insurance Group               ,Zurich Direct                      
1071,2190,83,Praetorian Insurance Company - NY  ,AmTrust Group                      
1129,140,11,OneBeacon                          ,"Secura, A Mutual Co.               "
169,3499,49,Capitol Indemnity Corporation      ,Hamilton Specialty Insurance Co.   
487,1010,15,Mapfre USA                         ,State Automobile Mutual Ins.       
96,1216,5,Nationwide Insurance Co            ,Loudoun Mutual Insurance Company   
2402,13,5,American Resources Insurance Co Inc,Erie Insurance Group               
1072,4,19,AXIS Insurance Company             ,FFIC - Fireman`s Fund Insurance Co 
1098,174,11,Stonington Insurance Company       ,E&S / Specialty                    
54,487,34,Selective Insurance Group          ,Mapfre USA                         
26,326,50,Great American Insurance Company   ,Praetorian Insurance Company       
1154,1073,66,Michigan Insurance Company         ,Grange Mutual Casualty Company     
66,381,19,Central Mutual Insurance Co.       ,Arbella Protection Ins Co          
1129,1073,7,OneBeacon                          ,Grange Mutual Casualty Company     
96,341,42,Nationwide Insurance Co            ,American Home Assurance Co.        
63,2190,64,Westfield Companies                ,AmTrust Group                      
326,1374,46,Praetorian Insurance Company       ,American European Insurance Company
402,406,2,Utica First Insurance Company      ,Mitsui Sumitomo Ins Co of America  
462,13,22,IMT Insurance Company              ,Erie Insurance Group               
145,96,101,Lexington Risk Specialists         ,Nationwide Insurance Co            
1185,2179,9,General Casualty WI (and/or Regent),BITCO Insurance Company            
336,1469,3,SAFER - N. Calif Regional Liability,"Munich Reinsurance America, Inc    "
427,1026,7,Oregon Mutual Insurance Co         ,American National P&C Ins Group    
116,306,2,Pekin Insurance Company            ,Farmland-Nationwide Agribusiness   
150,1185,138,Motorists Insurance Companies      ,General Casualty WI (and/or Regent)
13,1469,46,Erie Insurance Group               ,"Munich Reinsurance America, Inc    "
90,104,5,Allstate Insurance Company         ,Vermont Mutual Insurance Co        
1218,169,29,Colony Insurance Company           ,Capitol Indemnity Corporation      
2695,145,18,Berkshire Hathaway Specialty Ins Co,Lexington Risk Specialists         
399,26,14,Western National Insurance Group   ,Great American Insurance Company   
1185,1051,44,General Casualty WI (and/or Regent),FCCI Insurance Company             
36,2651,19,Employers Mutual Casualty          ,Endurance American Specialty Ins Co
27,384,112,Allied Insurance                   ,Grinnell Mutual Reinsurance Co     
2108,427,29,Mercury Insurance Company          ,Oregon Mutual Insurance Co         
178,1372,135,Andover Insurance Company          ,Guard Insurance Group              
1196,1219,1,American Hallmark Insurance Co     ,IAT Group                          
1129,299,1,OneBeacon                          ,Mercer Insurance Group             
427,1326,102,Oregon Mutual Insurance Co         ,Contractors Bonding and Ins Company
1100,13,5,Austin Mutual Insurance Group      ,Erie Insurance Group               
1110,306,67,Alaska National Insurance Company  ,Farmland-Nationwide Agribusiness   
306,27,44,Farmland-Nationwide Agribusiness   ,Allied Insurance                   
1345,326,4,Kingstone Insurance Company EBHO   ,Praetorian Insurance Company       
2108,1185,9,Mercury Insurance Company          ,General Casualty WI (and/or Regent)
63,252,16,Westfield Companies                ,Mountain States Mutual Casualty Co 
416,1154,39,Fremont Insurance Company          ,Michigan Insurance Company         
341,4085,10,American Home Assurance Co.        ,Lloyd`s DTW 1991 Syndicate         
1179,324,16,Republic Underwriters Insurance Co ,Western Heritage Insurance Company 
1051,27,73,FCCI Insurance Company             ,Allied Insurance                   
140,26,22,"Secura, A Mutual Co.               ",Great American Insurance Company   
344,1185,12,Farm Bureau Mutual Ins Co of Mich  ,General Casualty WI (and/or Regent)
150,66,75,Motorists Insurance Companies      ,Central Mutual Insurance Co.       
363,324,2,MMG Insurance Company              ,Western Heritage Insurance Company 
427,306,7,Oregon Mutual Insurance Co         ,Farmland-Nationwide Agribusiness   
1098,26,24,Stonington Insurance Company       ,Great American Insurance Company   
318,54,47,Safety Insurance Company           ,Selective Insurance Group          
134,1071,1,Federated Insurance Group          ,Praetorian Insurance Company - NY  
2651,2106,15,Endurance American Specialty Ins Co,Maxum Indemnity Company            
1154,140,16,Michigan Insurance Company         ,"Secura, A Mutual Co.               "
1374,54,53,American European Insurance Company,Selective Insurance Group          
1372,36,54,Guard Insurance Group              ,Employers Mutual Casualty          
134,63,136,Federated Insurance Group          ,Westfield Companies                
256,383,6,Great American Custom Insurance    ,Badger Mutual Insurance Co         
1395,141,9,Catlin Specialty Insurance Company ,New Hampshire Insurance Company    
146,1469,41,Commonwealth Insurance Company     ,"Munich Reinsurance America, Inc    "
